"Data Source","World Development Indicators",

"Last Updated Date","2021-07-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Latin America & Caribbean","LCN","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","","","","39.5394556895803","36.769718894607","35.9585626814818","34.5313513658283","33.5971740555248","36.0826959594065","33.4249053117866","36.4674422217119","35.2073191928672","33.3776735295259","41.9774190219401","41.5520493785138","39.680325624602","37.6949153608639","39.1140850622222","37.2075809516575","37.7422719906537","38.4398018885181","37.547749518349","48.3873355008337","47.6606332891409","45.7793042337996","48.1314235350884","48.909841264152","50.1201175634256","52.1632441803602","50.5611883377338","50.8569353226554","48.9850929104188","48.2006546435236","49.2564955823375","48.8345955428776","47.2312193712262","48.0853403864396","47.7947865685192","48.0502084638638","48.7898363910517","50.4912887158549","49.7606287626002","49.7393579957919","49.5001944717959","35.6181292838521",
"Latin America & Caribbean","LCN","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","TX.VAL.MRCH.OR.ZS","1.56279877886829","1.86486046464333","2.07561108636934","2.0009138319879","2.67994359614298","2.72002147807598","2.69664022957505","2.38473847896446","2.33223152539097","2.38188928081753","2.59370211738688","4.00330286584228","3.76044757581637","4.74603710619364","6.01752551489618","6.29317504100184","4.84168183205103","5.89932987768211","6.03960452393039","6.14659031148552","6.6145886350654","7.3334395791761","6.74700885454615","7.33516092112404","7.02958249672458","8.32538232200797","7.26889672117333","6.72490644454479","7.66064204892445","7.21860267972771","6.88586116431341","5.8990877695959","6.59906800294579","6.75987207444581","6.81401261886755","7.69420805873144","7.54375346974783","7.2997659432429","6.63808703848241","5.80643577766761","5.41625490972306","6.74761852413123","7.24327457128731","8.96904138645385","9.48541692266311","10.5134265210923","11.0869022181042","12.8874053823162","13.5776159227624","15.9594258714023","17.670833789563","18.2406355740086","19.0235398794546","20.0368433827989","19.3250664885518","18.3020761179789","18.5981491095611","20.2236042351638","21.2700434592095","21.0102025232948","",
"Latin America & Caribbean","LCN","Transport services (% of commercial service imports)","TM.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","","","","","41.1746894832552","43.7424072091435","42.5221093349958","39.5125521837017","40.2822535070517","42.0348580178525","39.6880431541534","37.7825080458525","40.4323785028099","39.463014199316","39.3271959762458","36.6470876292308","39.7125704022359","39.7280696549839","38.5936240511963","40.8927484630112","42.539438701752","32.3669996554508","31.1466823962036","38.1062922424079","38.0730362871842","37.8272717625789","37.308471455507","34.7940469850513","34.3754034783092","36.7572043752123","37.1700965101163","38.1254801428162","38.729512661466","40.5987952479536","34.2351080190835","36.0616983730459","35.6916405291394","35.0980361161217","34.36232717521","34.3822776011628","32.0417364175934","30.9524336487179","31.4854101972716","31.3696565873414","30.6625409323807","32.2791413810507",
"Latin America & Caribbean","LCN","Merchandise imports from economies in the Arab World (% of total merchandise imports)","TM.VAL.MRCH.AL.ZS","0.763897350550545","1.66588834739155","2.13402775209369","1.9765446094031","1.74753830069649","1.60990689064655","1.63573237730604","1.540513971786","1.72515142915362","1.60020367825775","1.886146471045","3.34872720289362","3.70712287486477","4.78318862902197","11.3371971685127","11.1710344752536","12.723427683782","10.9842732845652","9.42487544682199","10.9991074872742","10.0749107229864","9.18380187497429","10.2897649797669","11.7520493691873","7.12297844015472","5.10663245381104","3.95320543162988","5.6305055180126","4.34930732428287","5.26500268781498","3.7001888578113","1.73844971483581","1.48218812309348","1.66885767796611","1.13403741347578","0.982542559423701","1.00831009697344","0.884795236847204","0.643575185391473","0.774718478280027","1.00778302289309","0.866548450898778","0.86495219836265","0.965166823507563","1.17363629987568","1.30575998020103","1.13492940691271","1.18415659347068","1.50254832867306","0.953096278570404","1.10784727451295","1.33378752211026","1.34298704488953","1.37664789555299","1.35789430017446","0.975871201309831","0.860655724840508","0.969820043830159","1.07315165727054","0.984572223246325","",
"Latin America & Caribbean","LCN","Binding coverage, primary products (%)","TM.TAX.TCOM.BC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Binding coverage, manufactured products (%)","TM.TAX.MANF.BC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Urban population growth (annual %)","SP.URB.GROW","","4.43493805657047","4.43803784161987","4.4090673074606","4.3617798480572","4.1861278798611","4.11801571557947","4.05166125779242","3.99333387446985","3.92848542182038","3.86460507659443","3.82282858912973","3.75758260027447","3.6692668612374","3.61360745774586","3.57150193390888","3.52508459181196","3.48257581426866","3.44396056399552","3.40134523206228","3.37157021697192","3.31360939006996","3.23072586248934","3.16362574157057","3.10506448309089","3.04074639864199","2.96181434382061","2.88963698737632","2.82493856937316","2.75856365078064","2.68908856162702","2.5873546849392","2.5069064085565","2.44515576878004","2.41012269268468","2.36175202823918","2.29319340864129","2.2631548631433","2.2076384905984","2.134581375297","2.0743642270116","1.89865083315317","1.80823164368795","1.75187613097702","1.69653434584309","1.65665348228615","1.62073007640258","1.58542945182127","1.5513503316071","1.51958809118761","1.47457788995334","1.47959214902112","1.45113988667302","1.42050452772597","1.38488965615014","1.34899111929793","1.31185524516624","1.27542142206795","1.23646245557919","1.23589387159677","1.21308287531643",
"Latin America & Caribbean","LCN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Population ages 65 and above, female (% of female population)","SP.POP.65UP.FE.ZS","3.87634835330927","3.91997433377337","3.96082673890416","3.9991443828893","4.03527147386122","4.07000031904591","4.1088272179702","4.1469075470906","4.18476446410129","4.22233981223281","4.26014455517367","4.30727383136869","4.35072515751172","4.39280457603972","4.43622938993614","4.48211881670348","4.54248244077732","4.60285393994941","4.66173703864254","4.71614602418092","4.76514820448115","4.80972932280711","4.84914046780962","4.88752519056397","4.92960292485002","4.97830403793624","5.0397705114079","5.1035873077877","5.17175649752024","5.24632220116621","5.32821283428433","5.42049136124703","5.51660126327746","5.61441125758414","5.71046801116793","5.80365206909136","5.90338408187576","5.99906832674013","6.0941657700699","6.19316977330159","6.2990147413151","6.41258161527338","6.53047466967093","6.65260856899272","6.77792207375646","6.90678480790951","7.03449943988219","7.16464169554889","7.30056965442476","7.44628989681072","7.60457781075974","7.76953185324712","7.94280319308826","8.12966143609171","8.33616247367471","8.5665047917965","8.80106328750114","9.05547863435925","9.32615725183106","9.61184589652462","9.90885183142411",
"Latin America & Caribbean","LCN","Population ages 30-34, male (% of male population)","SP.POP.3034.MA.5Y","6.46101192816526","6.40286064444904","6.31966241491946","6.22718924218649","6.14802049317914","6.09359329958284","6.05217030970926","6.03730912200282","6.03739153427879","6.03546108741701","6.02285700441846","6.00909378058565","5.98850586411432","5.96791013351751","5.95881827192104","5.96791016744601","5.99859595092164","6.04362600064954","6.10341084963214","6.17835711956341","6.26668590005805","6.36895363684593","6.48696689677317","6.60844084823942","6.71706650037084","6.80397653623822","6.87927533774749","6.93197658621668","6.9721737724782","7.01683133327416","7.075199061465","7.16041075012019","7.26101621595473","7.36461702694943","7.45070594909477","7.50559577475933","7.53377114841216","7.53608585139504","7.51957893916611","7.49637886140616","7.47516783782295","7.46632552828556","7.46032285325519","7.46054644043312","7.46967598946167","7.48745740319725","7.51436817833433","7.54960814345763","7.59042099685699","7.63311384569023","7.67471651839275","7.72877060680406","7.78287096716992","7.83169958094057","7.86795130573319","7.88706221195696","7.90474033656789","7.9059030778327","7.89705106319874","7.88724972281831","7.88090274833288",
"Latin America & Caribbean","LCN","Population ages 05-09, male (% of male population)","SP.POP.0509.MA.5Y","14.2515703286524","14.3600381800517","14.4095579468305","14.3991216846368","14.35176113904","14.2973921904011","14.3119069714088","14.3523322957942","14.4012626253484","14.4272579793016","14.3948706635599","14.3707194596001","14.3044768518995","14.1926126904241","14.0472500526152","13.887904563908","13.7667691127157","13.6441417293523","13.5195356808204","13.393708352208","13.267141765468","13.1688348519952","13.0987180104102","13.0492047168218","13.0035857823501","12.9402399220766","12.8781451398856","12.8043873336555","12.7144686594306","12.608840519505","12.490424802649","12.3868829208213","12.2709724578458","12.1385233553476","11.9922743682091","11.838476969942","11.6814205484264","11.5331967061768","11.3927846145275","11.255935015538","11.1166540114621","10.9803705977689","10.8429309002861","10.6995884367197","10.5489070098711","10.3909337707083","10.2333128563167","10.0726758206878","9.90883866506277","9.74188996655357","9.57280385737668","9.41243504623415","9.25198957793626","9.09234256212066","8.93761064383988","8.7929997110855","8.65487065203961","8.54028464649065","8.446836473243","8.36476069701975","8.28084953109365",
"Latin America & Caribbean","LCN","Survival to age 65, female (% of cohort)","SP.DYN.TO65.FE.ZS","56.6850544187793","57.4901716808252","58.2936504679381","58.9686870065662","59.6396527898554","60.3066706974131","60.9726885835348","61.6370715192315","62.3499681199969","63.06328867371","63.7779077921685","64.5039129710489","65.2292546326385","65.919363810641","66.6108954479717","67.3040367130615","68.0001437770572","68.6974815228314","69.3159943077278","69.9349050976012","70.5545381882456","71.1804405797276","71.8071905628842","72.332825819249","72.8597483168253","73.3876573696533","73.9195735984691","74.4500215087648","74.9384295485154","75.4272278960085","75.9168074509736","76.4044362498917","76.8945217135747","77.3441475470583","77.7923615841008","78.2387697055133","78.687372000585","79.1343682414842","79.5572091280916","79.9810700510841","80.4064281602787","80.8348781737537","81.26407809001","81.5526558393568","81.841216735912","82.129503738879","82.4171586195435","82.7048895168359","82.9164259891775","83.1276434159551","83.3380179855642","83.5485676152052","83.7587128847674","83.9266765426901","84.0949529974277","84.2641864411903","84.436405428614","84.6102720626514","84.7752625488349","84.9406381130622","",
